time,latitude,longitude,depth,mag,place,type,Year,Mo,Dy,Date,timestamp,Hr,Mn,Sec,Val,Tsunami Cause Code,Focal Depth (km),Vol,Deposits,Country,Area,Region,Location Name,lat,long,Maximum Water Height (m),Number of Runups,Tsunami Magnitude (Abe),Tsunami Magnitude (Iida),Tsunami Intensity,Deaths,Missing,Injuries,Damage ($Mil),_merge,gid,Max Distance,timestamp2
,,,,7.5,,,1979.0,2.0,28.0,,1979-02-28,21.0,27.0,8.1,4.0,3.0,15.0,,0.0,USA,AK,87.0,"SE. ALASKA, AK",60.691,-141.671,0.15,2.0,,-1.7,,,,,,right_only,186,544.0,1979-02-28
,,,,7.6,,,1979.0,3.0,14.0,,1979-03-14,11.0,7.0,16.3,4.0,1.0,49.0,,0.0,MEXICO,,88.0,S. MEXICO,17.813,-101.27600000000001,1.3,3.0,,-3.3,,,,,,right_only,187,8407.0,1979-03-14
,,,,6.9,,,1979.0,4.0,15.0,,1979-04-15,6.0,19.0,44.1,4.0,1.0,10.0,,0.0,MONTENEGRO,,50.0,MONTENEGRO,42.096000000000004,19.209,0.6,3.0,,,1.0,,,,,right_only,188,110.0,1979-04-15
,,,,7.9,,,1979.0,9.0,12.0,,1979-09-12,5.0,17.0,51.4,4.0,1.0,5.0,,0.0,INDONESIA,,83.0,IRIAN JAYA,-1.679,136.04,2.0,2.0,,1.0,,100.0,,,,right_only,189,59.0,1979-09-12
,,,,6.9,,,1979.0,11.0,16.0,,1979-11-16,15.0,21.0,25.7,2.0,1.0,33.0,,0.0,FIJI,,81.0,FIJI ISLANDS,-16.76,179.984,,1.0,,,,,,,,right_only,190,17.0,1979-11-16
,,,,7.7,,,1979.0,12.0,12.0,,1979-12-12,7.0,59.0,3.3,4.0,1.0,24.0,,1.0,COLOMBIA,,89.0,"COLOMBIA: OFF SHORE, PACIFIC OCEAN",1.598,-79.358,6.0,53.0,,2.3,2.5,600.0,,20000.0,8.0,right_only,191,15483.0,1979-12-12
,,,,6.9,,,1980.0,1.0,1.0,,1980-01-01,16.0,42.0,42.1,4.0,1.0,13.0,,0.0,PORTUGAL,,73.0,AZORES,38.727,-27.75,0.41,1.0,,,1.0,,,,,right_only,192,46.0,1980-01-01
,,,,7.0,,,1980.0,2.0,23.0,,1980-02-23,5.0,51.0,3.2,4.0,1.0,44.0,,0.0,RUSSIA,,86.0,S. KURIL ISLANDS,43.53,146.753,0.16,10.0,,-0.7,-2.0,,,,,right_only,193,730.0,1980-02-23
,,,,6.2,,,1980.0,6.0,29.0,,1980-06-29,7.0,20.0,5.5,4.0,1.0,15.0,,0.0,JAPAN,,85.0,HONSHU ISLAND,34.808,139.181,0.56,16.0,,-0.7,,,,,,right_only,194,459.0,1980-06-29
,,,,7.9,,,1980.0,7.0,17.0,,1980-07-17,19.0,42.0,23.2,4.0,1.0,33.0,,0.0,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-12.525,165.916,0.14,34.0,,-1.7,,,,,,right_only,195,6552.0,1980-07-17
,,,,7.7,,,1980.0,10.0,10.0,,1980-10-10,12.0,25.0,23.5,4.0,3.0,10.0,,0.0,ALGERIA,,50.0,EL ASNAM,36.195,1.354,0.7,6.0,,,2.0,,,,,right_only,196,611.0,1980-10-10
,,,,6.7,,,1981.0,2.0,24.0,,1981-02-24,20.0,53.0,38.4,4.0,1.0,33.0,,0.0,GREECE,,50.0,ATHENS-EASTERN GULF OF CORINTH,38.222,22.934,0.3,4.0,,,3.0,,,,,right_only,198,108.0,1981-02-24
,,,,7.6,,,1981.0,5.0,25.0,,1981-05-25,5.0,25.0,14.4,4.0,1.0,33.0,,0.0,NEW ZEALAND,,81.0,NEW ZEALAND,-48.786,164.357,0.3,1.0,,-1.7,,,,,,right_only,199,528.0,1981-05-25
,,,,7.7,,,1981.0,9.0,1.0,,1981-09-01,9.0,29.0,31.5,4.0,1.0,25.0,,0.0,SAMOA,,81.0,SAMOA ISLANDS,-14.96,-173.085,1.0,4.0,,-3.3,-2.0,,,,,right_only,200,269.0,1981-09-01
,,,,7.3,,,1981.0,10.0,25.0,,1981-10-25,3.0,22.0,15.5,4.0,1.0,28.0,,0.0,MEXICO,,88.0,MEXICO,18.084,-102.084,0.09,1.0,,,,,,,,right_only,201,269.0,1981-10-25
,,,,7.1,,,1982.0,1.0,11.0,,1982-01-11,6.0,10.0,6.4,2.0,1.0,46.0,,0.0,PHILIPPINES,,84.0,PHILIPPINES,13.752,124.35799999999999,0.1,1.0,,,,,,,,right_only,202,94.0,1982-01-11
,,,,6.9,,,1982.0,3.0,21.0,,1982-03-21,2.0,32.0,7.7,4.0,1.0,44.0,,0.0,JAPAN,,85.0,HOKKAIDO ISLAND,42.158,142.361,1.3,31.0,,0.4,,,,,,right_only,203,435.0,1982-03-21
,,,,7.2,,,1982.0,7.0,23.0,,1982-07-23,14.0,23.0,53.5,4.0,1.0,37.0,,0.0,JAPAN,,85.0,"IBARAKI, JAPAN",36.194,141.702,0.4,22.0,,-1.3,-1.0,,,,,right_only,204,483.0,1982-07-23
,,,,7.5,,,1982.0,12.0,19.0,,1982-12-19,17.0,43.0,54.8,4.0,1.0,33.0,,0.0,TONGA,,81.0,KERMADEC ISLANDS,-24.133000000000003,-175.864,0.2,4.0,,-2.3,,,,,,right_only,205,5416.0,1982-12-19
,,,,6.4,,,1982.0,12.0,28.0,,1982-12-28,6.0,37.0,42.5,4.0,1.0,22.0,,0.0,JAPAN,,85.0,S. OF HONSHU ISLAND,33.826,139.434,0.19,1.0,,-1.3,-1.0,,,,,right_only,206,86.0,1982-12-28
,,,,6.9,,,1983.0,3.0,12.0,,1983-03-12,1.0,36.0,35.8,4.0,1.0,17.0,,0.0,INDONESIA,,83.0,BANDA SEA,-4.056,127.92399999999999,3.0,1.0,,1.6,1.5,,,,,right_only,208,52.0,1983-03-12
,,,,7.9,,,1983.0,3.0,18.0,,1983-03-18,9.0,5.0,50.0,4.0,1.0,89.0,,0.0,PAPUA NEW GUINEA,,82.0,NEW BRITAIN,-4.883,153.58100000000002,0.13,4.0,,-1.7,,,,,,right_only,209,2263.0,1983-03-18
,,,,7.8,,,1983.0,5.0,26.0,,1983-05-26,2.0,59.0,59.6,4.0,1.0,24.0,,6.0,JAPAN,,85.0,"NOSHIRO, JAPAN",40.461999999999996,139.102,14.93,229.0,,3.9,2.0,100.0,,324.0,800.0,right_only,210,1111.0,1983-05-26
,,,,5.9,,,1983.0,6.0,9.0,,1983-06-09,12.0,49.0,3.8,4.0,1.0,26.0,,0.0,JAPAN,,85.0,"NOSHIRO, JAPAN",40.249,138.94799999999998,0.6,1.0,,,,,,,,right_only,211,112.0,1983-06-09
,,,,6.9,,,1983.0,6.0,21.0,,1983-06-21,6.0,25.0,27.3,4.0,1.0,10.0,,0.0,JAPAN,,85.0,N. HONSHU ISLAND,41.346000000000004,139.099,1.0,27.0,,,,,,,,right_only,212,821.0,1983-06-21
,,,,7.0,,,1983.0,8.0,6.0,,1983-08-06,15.0,43.0,51.2,2.0,1.0,2.0,,0.0,GREECE,,50.0,NORTH AEGEAN SEA,40.141999999999996,24.766,,1.0,,,2.0,,,,,right_only,213,39.0,1983-08-06
,,,,7.1,,,1983.0,8.0,17.0,,1983-08-17,10.0,55.0,54.1,4.0,1.0,63.0,,0.0,RUSSIA,,86.0,"KAMCHATKA BAY, RUSSIA",55.867,161.287,0.1,1.0,,-3.3,,,,,,right_only,214,91.0,1983-08-17
,,,,6.6,,,1983.0,8.0,17.0,,1983-08-17,12.0,17.0,56.0,4.0,1.0,29.0,,0.0,PHILIPPINES,,84.0,LUZON ISLAND,18.230999999999998,120.86,0.1,1.0,,,,,,,,right_only,215,41.0,1983-08-17
,,,,7.7,,,1983.0,10.0,4.0,,1983-10-04,18.0,52.0,13.3,4.0,1.0,15.0,,0.0,CHILE,,89.0,NORTHERN CHILE,-26.535,-70.563,0.2,1.0,,-2.3,0.2,,,,,right_only,216,730.0,1983-10-04
,,,,7.7,,,1983.0,11.0,30.0,,1983-11-30,17.0,46.0,0.6,4.0,1.0,10.0,,0.0,UK TERRITORY,,60.0,CHAGOS ARCHIPELAGO REGION,-6.852,72.11,1.5,3.0,,-1.3,,,,,,right_only,217,1860.0,1983-11-30
,,,,5.4,,,1984.0,2.0,11.0,,1984-02-11,8.0,2.0,51.5,4.0,1.0,29.0,,0.0,GREECE,,50.0,"CORINTHOS GULF, GREECE",38.396,22.094,,1.0,,,3.0,,,,,right_only,218,4.0,1984-02-11
,,,,7.2,,,1984.0,3.0,24.0,,1984-03-24,9.0,44.0,2.6,4.0,1.0,44.0,,0.0,RUSSIA,,86.0,S. KURIL ISLANDS,44.117,148.192,0.2,3.0,,-2.3,-2.0,,,,,right_only,219,333.0,1984-03-24
,,,,5.5,,,1984.0,6.0,13.0,,1984-06-13,2.0,29.0,25.3,4.0,1.0,41.0,,0.0,JAPAN,,85.0,"TORI SHIMA, OKINAWA",31.448,140.036,0.5,9.0,,0.6,,,,,,right_only,220,683.0,1984-06-13
,,,,7.0,,,1984.0,8.0,6.0,,1984-08-06,19.0,6.0,38.3,4.0,1.0,46.0,,0.0,JAPAN,,85.0,"KYUSHU, JAPAN",32.385999999999996,131.945,0.2,6.0,,-2.3,,,,,,right_only,221,438.0,1984-08-06
,,,,6.9,,,1984.0,9.0,18.0,,1984-09-18,17.0,2.0,44.3,4.0,1.0,48.0,,0.0,JAPAN,,85.0,HONSHU ISLAND,34.006,141.5,0.13,12.0,,-3.3,,,,,,right_only,222,805.0,1984-09-18
,,,,6.8,,,1984.0,12.0,28.0,,1984-12-28,10.0,37.0,53.7,4.0,1.0,33.0,,0.0,RUSSIA,,86.0,KAMCHATKA,56.193999999999996,163.46,0.2,2.0,,-2.3,,,,,,right_only,223,194.0,1984-12-28
,,,,8.0,,,1985.0,3.0,3.0,,1985-03-03,22.0,47.0,9.5,4.0,1.0,33.0,,0.0,CHILE,,89.0,CENTRAL CHILE,-33.132,-71.708,3.5,64.0,,1.6,,,,,,right_only,224,18680.0,1985-03-03
,,,,6.4,,,1985.0,3.0,16.0,,1985-03-16,14.0,54.0,0.7,4.0,1.0,13.0,,0.0,GUADELOUPE (FRENCH TERRITORY),,74.0,GUADELOUPE,17.012999999999998,-62.448,0.12,1.0,,-3.3,,,,,,right_only,225,137.0,1985-03-16
,,,,6.2,,,1985.0,4.0,13.0,,1985-04-13,1.0,6.0,0.1,2.0,1.0,99.0,,0.0,INDONESIA,,60.0,BALI ISLAND,-9.245,114.185,2.0,1.0,,,,,,,,right_only,226,114.0,1985-04-13
,,,,7.3,,,1985.0,7.0,3.0,,1985-07-03,4.0,36.0,51.7,4.0,3.0,46.0,,0.0,PAPUA NEW GUINEA,,82.0,NEW IRELAND,-4.439,152.828,1.3,2.0,,0.4,,,,,,right_only,227,77.0,1985-07-03
,,,,8.0,,,1985.0,9.0,19.0,,1985-09-19,13.0,17.0,47.3,4.0,1.0,28.0,,1.0,MEXICO,,88.0,MEXICO,18.19,-102.53299999999999,3.0,19.0,,1.6,,,,,,right_only,228,8383.0,1985-09-19
,,,,7.6,,,1985.0,9.0,21.0,,1985-09-21,1.0,37.0,13.4,4.0,1.0,31.0,,0.0,MEXICO,,88.0,MEXICO,17.802,-101.647,1.2,3.0,,0.3,,,,,,right_only,229,2104.0,1985-09-21
,,,,8.0,,,1986.0,5.0,7.0,,1986-05-07,22.0,47.0,10.8,4.0,1.0,31.0,,0.0,USA,AK,87.0,"ANDREANOF ISLANDS, AK",51.52,-174.77599999999998,0.9,66.0,,-0.1,,,,,,right_only,230,13686.0,1986-05-07
,,,,7.8,,,1986.0,10.0,20.0,,1986-10-20,6.0,46.0,9.9,4.0,1.0,29.0,,0.0,NEW ZEALAND,,81.0,KERMADEC ISLANDS,-28.116999999999997,-176.36700000000002,0.22,8.0,,-2.18,,,,,,right_only,231,5856.0,1986-10-20
,,,,7.8,,,1986.0,11.0,14.0,,1986-11-14,21.0,20.0,10.5,4.0,1.0,34.0,,0.0,TAIWAN,,84.0,TAIWAN,23.901,121.574,0.3,3.0,,,,,,,,right_only,232,666.0,1986-11-14
,,,,6.7,,,1987.0,2.0,6.0,,1987-02-06,13.0,16.0,17.8,4.0,1.0,48.0,,0.0,JAPAN,,85.0,E. HONSHU ISLAND,36.988,141.689,0.1,3.0,,-3.3,,,,,,right_only,233,226.0,1987-02-06
,,,,7.4,,,1987.0,2.0,8.0,,1987-02-08,18.0,33.0,58.3,4.0,1.0,55.0,,0.0,PAPUA NEW GUINEA,,82.0,SOLOMON SEA,-6.087999999999999,147.689,1.5,1.0,,1.0,,,,,,right_only,234,64.0,1987-02-08
,,,,7.6,,,1987.0,3.0,5.0,,1987-03-05,9.0,17.0,5.2,4.0,1.0,62.0,,0.0,CHILE,,89.0,NORTHERN CHILE,-24.388,-70.161,0.2,6.0,,-2.3,,,,,,right_only,235,10413.0,1987-03-05
,,,,6.7,,,1987.0,3.0,18.0,,1987-03-18,3.0,36.0,30.3,4.0,1.0,54.0,,0.0,JAPAN,,85.0,KYUSHU ISLAND,32.034,131.83700000000002,0.04,1.0,,-3.3,,,,,,right_only,236,133.0,1987-03-18
,,,,5.1,,,1987.0,3.0,24.0,,1987-03-24,12.0,49.0,47.0,4.0,1.0,23.0,,0.0,JAPAN,,85.0,HONSHU ISLAND,37.446999999999996,137.865,0.16,3.0,,,,,,,,right_only,237,826.0,1987-03-24
,,,,6.7,,,1987.0,7.0,6.0,,1987-07-06,2.0,49.0,42.7,3.0,1.0,48.0,,0.0,VANUATU,,82.0,VANUATU ISLANDS,-14.074000000000002,167.828,0.1,1.0,,,,,,,,right_only,238,413.0,1987-07-06
1987-10-06T04:19:06.080Z,-17.94,-172.225,16.0,7.3,Tonga region,earthquake,1987.0,10.0,6.0,1987-10-06,1987-10-06,4.0,19.0,6.0,4.0,1.0,16.0,,0.0,TONGA,,81.0,TONGA ISLANDS,-17.94,-172.225,0.25,2.0,,-3.3,,,,,,both,239,460.0,1987-10-06
,,,,7.0,,,1987.0,10.0,12.0,,1987-10-12,13.0,57.0,4.7,4.0,1.0,25.0,,0.0,PAPUA NEW GUINEA,,82.0,SOLOMON SEA,-7.287999999999999,154.371,0.04,1.0,,-0.5,,,,,,right_only,240,419.0,1987-10-12
,,,,7.4,,,1987.0,10.0,16.0,,1987-10-16,20.0,48.0,1.6,4.0,1.0,48.0,,0.0,PAPUA NEW GUINEA,,82.0,SOLOMON SEA,-6.266,149.06,0.07,2.0,,-3.3,,,,,,right_only,241,414.0,1987-10-16
,,,,7.2,,,1987.0,11.0,17.0,,1987-11-17,8.0,46.0,53.3,4.0,1.0,10.0,,0.0,USA,AK,87.0,"GULF OF ALASKA, AK",58.586000000000006,-143.27,0.06,1.0,,-3.3,,,,,,right_only,242,229.0,1987-11-17
,,,,7.9,,,1987.0,11.0,30.0,,1987-11-30,19.0,23.0,19.5,4.0,1.0,10.0,,0.0,USA,AK,87.0,"GULF OF ALASKA, AK",58.678999999999995,-142.786,0.43,10.0,,-1.0,,,,,,right_only,243,4444.0,1987-11-30
,,,,7.2,,,1988.0,2.0,5.0,,1988-02-05,14.0,1.0,2.7,4.0,1.0,37.0,,0.0,CHILE,,89.0,NORTHERN CHILE,-24.753,-70.433,0.1,1.0,,,,,,,,right_only,244,260.0,1988-02-05
,,,,7.8,,,1988.0,3.0,6.0,,1988-03-06,22.0,35.0,36.9,4.0,1.0,15.0,,0.0,USA,AK,87.0,"GULF OF ALASKA, AK",57.262,-142.747,0.19,8.0,,-2.3,,,,,,right_only,245,2624.0,1988-03-06
,,,,5.4,,,1988.0,6.0,24.0,,1988-06-24,2.0,6.0,26.3,4.0,1.0,53.0,,0.0,PHILIPPINES,,84.0,NORTH OF LUZON ISLAND,18.605999999999998,121.01299999999999,1.03,2.0,,,,,,,,right_only,246,827.0,1988-06-24
,,,,6.8,,,1988.0,7.0,5.0,,1988-07-05,20.0,32.0,7.2,4.0,1.0,53.0,,0.0,PAPUA NEW GUINEA,,82.0,PAPUA NEW GUINEA,-5.9639999999999995,148.78,,2.0,,,,,,,,right_only,247,35.0,1988-07-05
,,,,7.6,,,1988.0,8.0,10.0,,1988-08-10,4.0,38.0,29.2,4.0,1.0,36.0,,0.0,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-10.258,160.89600000000002,0.09,2.0,,-3.3,,1.0,,,,right_only,248,138.0,1988-08-10
,,,,8.1,,,1989.0,5.0,23.0,,1989-05-23,10.0,54.0,46.3,4.0,1.0,10.0,,0.0,AUSTRALIA,,81.0,MACQUARIE ISLAND,-52.341,160.56799999999998,0.1,2.0,,-1.7,,,,,,right_only,249,2188.0,1989-05-23
,,,,6.5,,,1989.0,6.0,26.0,,1989-06-26,3.0,27.0,3.9,4.0,3.0,9.0,,0.0,USA,HI,80.0,HAWAII,19.362000000000002,-155.083,0.29,3.0,,-1.7,,,,,,right_only,250,58.0,1989-06-26
,,,,7.1,,,1989.0,9.0,4.0,,1989-09-04,13.0,14.0,58.2,4.0,1.0,11.0,,0.0,USA,AK,87.0,"SEMIDI ISLANDS, AK",55.543,-156.835,0.1,2.0,,-3.3,,,,,,right_only,251,649.0,1989-09-04
,,,,6.9,,,1989.0,10.0,18.0,,1989-10-18,0.0,4.0,15.2,4.0,1.0,19.0,,0.0,USA,CA,88.0,N. CALIFORNIA,37.036,-121.883,1.0,3.0,,-3.3,,,,,,right_only,252,48.0,1989-10-18
,,,,6.5,,,1989.0,10.0,29.0,,1989-10-29,5.0,25.0,38.2,4.0,1.0,10.0,,0.0,JAPAN,,85.0,N. HONSHU ISLAND,39.571,143.333,0.11,4.0,,,,,,,,right_only,253,212.0,1989-10-29
,,,,4.4,,,1989.0,11.0,1.0,,1989-11-01,10.0,25.0,52.2,3.0,1.0,26.0,,0.0,USA TERRITORY,PR,74.0,PUERTO RICO,18.986,-68.833,0.1,1.0,,,,,,,,right_only,255,204.0,1989-11-01
,,,,7.4,,,1989.0,11.0,1.0,,1989-11-01,18.0,25.0,34.9,3.0,1.0,29.0,,0.0,JAPAN,,85.0,JAPAN,39.836999999999996,142.76,0.9,12.0,,-0.7,,,,,,right_only,256,448.0,1989-11-01
,,,,6.4,,,1990.0,2.0,20.0,,1990-02-20,6.0,53.0,39.8,4.0,1.0,14.0,,0.0,JAPAN,,85.0,JAPAN,34.705999999999996,139.252,0.16,1.0,,-1.7,,,,,,right_only,257,15.0,1990-02-20
,,,,7.0,,,1990.0,3.0,25.0,,1990-03-25,13.0,22.0,55.6,4.0,1.0,22.0,,0.0,COSTA RICA,,88.0,COSTA RICA,9.919,-84.80799999999999,1.0,4.0,,,,,,,,right_only,258,89.0,1990-03-25
,,,,7.5,,,1990.0,4.0,5.0,,1990-04-05,21.0,12.0,35.5,4.0,1.0,11.0,,0.0,USA TERRITORY,MP,81.0,"MARIANA TRENCH, N. MARIANA ISLANDS",15.125,147.596,1.8,34.0,,-1.0,,,,,,right_only,259,5984.0,1990-04-05
,,,,7.3,,,1990.0,6.0,20.0,,1990-06-20,21.0,0.0,9.9,3.0,3.0,19.0,,0.0,IRAN,,40.0,CASPIAN SEA,36.957,49.409,2.0,6.0,,,,,,,,right_only,260,172.0,1990-06-20
,,,,6.5,,,1990.0,9.0,23.0,,1990-09-23,21.0,13.0,7.4,4.0,1.0,10.0,,0.0,JAPAN,,85.0,"W. OF BONIN ISLANDS, IZU IS., JAPAN",33.266999999999996,138.643,0.2,4.0,,,,,,,,right_only,261,182.0,1990-09-23
,,,,5.3,,,1990.0,12.0,13.0,,1990-12-13,0.0,24.0,25.7,4.0,1.0,11.0,,0.0,ITALY,,50.0,EASTERN SICILY,37.3,15.437999999999999,0.1,1.0,,,,,,,,right_only,262,22.0,1990-12-13
,,,,6.3,,,1990.0,12.0,13.0,,1990-12-13,19.0,50.0,17.8,4.0,1.0,10.0,,0.0,TAIWAN,,84.0,TAIWAN,23.721999999999998,121.62700000000001,0.04,2.0,,,,,,,,right_only,263,390.0,1990-12-13
,,,,6.9,,,1991.0,2.0,9.0,,1991-02-09,16.0,18.0,58.3,4.0,1.0,10.0,,0.0,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-9.929,159.139,0.02,1.0,,-3.3,,,,,,right_only,264,105.0,1991-02-09
,,,,5.7,,,1991.0,2.0,16.0,,1991-02-16,1.0,23.0,40.4,4.0,1.0,39.0,,0.0,RUSSIA,,86.0,N. KURIL ISLANDS,48.268,154.328,0.1,1.0,,-3.3,,,,,,right_only,265,758.0,1991-02-16
1991-02-21T02:35:34.050Z,58.427,-175.45,20.2,6.7,Bering Sea,earthquake,1991.0,2.0,21.0,1991-02-21,1991-02-21,2.0,35.0,34.0,4.0,1.0,20.0,,0.0,USA,AK,87.0,"BERING SEA, AK",58.427,-175.45,0.15,2.0,,-1.7,,,,,,both,266,748.0,1991-02-21
,,,,7.6,,,1991.0,4.0,22.0,,1991-04-22,21.0,56.0,51.8,4.0,1.0,10.0,,0.0,COSTA RICA,,74.0,"LIMON, PANDORA",9.685,-83.073,3.0,21.0,,1.0,,3.0,,,,right_only,267,2169.0,1991-04-22
,,,,7.2,,,1991.0,10.0,14.0,,1991-10-14,15.0,58.0,12.7,4.0,1.0,23.0,,0.0,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-9.094,158.442,0.15,2.0,,-3.3,-2.5,,,,,right_only,268,879.0,1991-10-14
,,,,7.2,,,1992.0,4.0,25.0,,1992-04-25,18.0,6.0,4.2,4.0,1.0,15.0,,0.0,USA,CA,88.0,"CAPE MENDOCINO, N. CALIFORNIA",40.368,-124.316,1.8,14.0,,0.8,0.5,,,,,right_only,269,3730.0,1992-04-25
,,,,7.3,,,1992.0,5.0,17.0,,1992-05-17,10.0,15.0,31.3,4.0,1.0,33.0,,1.0,PHILIPPINES,,84.0,PHILIPPINES,7.191,126.762,6.0,3.0,,,,,,,,right_only,270,27.0,1992-05-17
,,,,7.1,,,1992.0,5.0,27.0,,1992-05-27,5.0,13.0,38.8,4.0,1.0,19.0,,0.0,SOLOMON ISLANDS,,82.0,SANTA CRUZ ISLANDS,-11.122,165.239,,1.0,,,,,,,,right_only,271,,1992-05-27
,,,,7.0,,,1992.0,7.0,18.0,,1992-07-18,8.0,36.0,58.7,4.0,1.0,29.0,,0.0,JAPAN,,85.0,HONSHU ISLAND,39.419000000000004,143.33,0.3,4.0,,-2.3,-0.5,,,,,right_only,272,202.0,1992-07-18
,,,,7.7,,,1992.0,9.0,2.0,,1992-09-02,0.0,16.0,2.8,4.0,1.0,40.0,,8.0,NICARAGUA,,88.0,NICARAGUA,11.727,-87.38600000000001,9.9,81.0,,3.3,2.8,170.0,,489.0,30.0,right_only,273,12445.0,1992-09-02
,,,,7.8,,,1992.0,12.0,12.0,,1992-12-12,5.0,29.0,26.3,4.0,1.0,28.0,,9.0,INDONESIA,,60.0,FLORES SEA,-8.48,121.896,26.2,111.0,,4.7,2.7,1169.0,,500.0,100.0,right_only,274,877.0,1992-12-12
,,,,6.3,,,1993.0,2.0,7.0,,1993-02-07,13.0,27.0,42.0,4.0,1.0,11.0,,0.0,JAPAN,,85.0,HONSHU ISLAND,37.634,137.245,0.5,1.0,,-1.0,-0.5,,,,,right_only,275,40.0,1993-02-07
,,,,6.4,,,1993.0,3.0,12.0,,1993-03-12,14.0,1.0,35.4,3.0,1.0,10.0,,0.0,WALLIS AND FUTUNA (FRENCH TERRITORY),,81.0,FUTUNA,-14.385,-178.252,,1.0,,,,,,,,right_only,276,14.0,1993-03-12
